Edad,Genero,Historial_Crediticio,Salario_Anual,Deuda
56,F,Malo,63769.0,28014.0
57,M,Regular,98653.0,40857.0
52,M,Bueno,31231.0,16057.0
51,F,Bueno,115287.0,1310.0
64,F,Bueno,92976.0,9819.0
41,M,Regular,105447.0,
39,F,Bueno,75965.0,13457.0
22,F,Regular,101144.0,477.0
50,F,Regular,115201.0,8906.0
53,F,Regular,81517.0,9868.0
64,M,Bueno,112693.0,18546.0
37,F,Bueno,,33276.0
36,M,Bueno,115504.0,7319.0
52,M,Malo,47387.0,33149.0
69,F,Regular,,48055.0
60,F,Malo,44945.0,1845.0
34,F,Regular,,23684.0
62,M,Bueno,23743.0,29858.0
60,F,Regular,50924.0,45330.0
51,F,Regular,30196.0,42678.0
26,F,Malo,111815.0,26667.0
43,F,Regular,88860.0,25293.0
19,F,Bueno,61400.0,24893.0
26,M,Regular,105177.0,4629.0
26,F,Regular,113018.0,5704.0
57,F,Regular,118530.0,1776.0
34,F,Malo,100399.0,48281.0
18,M,Regular,68795.0,47996.0
42,F,Regular,71553.0,31236.0
60,M,Malo,44111.0,1244.0
57,M,Malo,83083.0,1333.0
59,F,Malo,81600.0,3669.0
42,F,Malo,70022.0,17584.0
56,F,Bueno,23199.0,48347.0
52,M,Bueno,,27277.0
20,M,Regular,58038.0,1933.0
67,M,Bueno,75038.0,33514.0
54,M,Regular,27897.0,41800.0
61,M,Bueno,84541.0,24357.0
61,M,Malo,34892.0,27071.0
68,F,Malo,28271.0,6827.0
47,F,Bueno,44815.0,30844.0
55,M,Bueno,65612.0,48965.0
51,F,Regular,53357.0,
29,F,Regular,95088.0,792.0
36,M,Regular,36267.0,39695.0
54,M,Malo,38268.0,17651.0
61,F,Malo,34263.0,42510.0
66,M,Malo,90935.0,39137.0
34,M,Malo,115347.0,47568.0
27,F,Regular,79660.0,19074.0
66,M,Malo,85527.0,7874.0
64,F,Malo,83379.0,
29,F,Malo,114542.0,39632.0
33,F,Malo,61271.0,36790.0
41,F,Bueno,86612.0,18032.0
36,F,Regular,27235.0,30885.0
25,M,Regular,108757.0,11008.0
48,M,Malo,,44870.0
38,M,Bueno,118075.0,48110.0
34,M,Regular,54609.0,43878.0
40,F,Regular,53902.0,5171.0
54,F,Malo,43645.0,9589.0
33,M,Malo,82873.0,18077.0
23,F,Regular,107218.0,
25,M,Regular,84558.0,20236.0
42,M,Bueno,82233.0,38227.0
35,M,Regular,43401.0,14937.0
42,F,Regular,27771.0,9754.0
29,F,Malo,61335.0,25688.0
32,F,Regular,94451.0,7048.0
43,F,Malo,99434.0,22568.0
58,M,Regular,87449.0,32047.0
62,F,Regular,112604.0,9483.0
43,F,Regular,21942.0,17545.0
64,F,Bueno,40388.0,17413.0
49,M,Malo,103251.0,28913.0
27,M,Bueno,77042.0,45217.0
33,F,Regular,73740.0,48122.0
24,F,Bueno,85873.0,33746.0
34,F,Malo,67024.0,8709.0
40,F,Regular,,25358.0
43,M,Bueno,76965.0,48528.0
38,F,Bueno,30057.0,11023.0
39,F,Malo,113249.0,29851.0
24,F,Bueno,28983.0,28756.0
31,M,Malo,39995.0,
32,M,Regular,111628.0,11145.0
24,F,Regular,97681.0,21192.0
26,F,Bueno,58886.0,47259.0
68,F,Regular,109025.0,18839.0
65,F,Regular,116572.0,27410.0
25,F,Bueno,115149.0,40160.0
67,M,Regular,114020.0,11447.0
40,M,Bueno,22673.0,21033.0
46,M,Malo,54890.0,41355.0
35,F,Malo,97513.0,10129.0
48,M,Malo,43466.0,30358.0
47,M,Bueno,112545.0,13907.0
69,M,Bueno,70406.0,
56,F,Regular,23688.0,38196.0
52,F,Regular,89284.0,22369.0
35,M,Regular,33665.0,
59,F,Regular,40641.0,31681.0
56,M,Regular,52500.0,2589.0
34,M,Bueno,55797.0,23560.0
31,M,Bueno,104766.0,3034.0
48,M,Malo,65950.0,169.0
41,F,Malo,45046.0,26913.0
52,F,Malo,29638.0,3239.0
61,F,Malo,,
62,F,Bueno,41173.0,19952.0
51,M,Bueno,33222.0,11408.0
20,F,Bueno,70064.0,3484.0
54,M,Regular,57010.0,18225.0
60,F,Regular,38095.0,14923.0
57,F,Malo,21439.0,20936.0
43,F,Regular,105550.0,39612.0
40,M,Bueno,25375.0,19410.0
61,M,Malo,109023.0,29997.0
56,M,Malo,111238.0,36733.0
32,M,Regular,40600.0,39952.0
66,F,Malo,22466.0,21863.0
21,M,Regular,65097.0,5380.0
46,M,Regular,73276.0,20710.0
39,F,Malo,70117.0,15285.0
42,F,Regular,66971.0,27260.0
30,M,Regular,26928.0,32879.0
35,F,Regular,108016.0,16143.0
50,M,Regular,75309.0,49744.0
33,F,Malo,94647.0,7413.0
62,M,Bueno,60888.0,31578.0
59,M,Bueno,115025.0,14726.0
61,M,Regular,63832.0,27015.0
19,M,Regular,29404.0,5983.0
52,M,Regular,53639.0,19178.0
59,F,Bueno,98118.0,26990.0
51,M,Regular,80598.0,10321.0
47,M,Malo,86399.0,43829.0
30,M,Malo,47684.0,36366.0
30,M,Malo,88591.0,34294.0
35,M,Bueno,97722.0,40677.0
49,F,Regular,22682.0,34737.0
49,F,Regular,58046.0,41911.0
52,M,Regular,41832.0,17886.0
56,F,Bueno,,44296.0
63,M,Bueno,54640.0,22791.0
69,F,Bueno,96882.0,8301.0
46,F,Bueno,60491.0,35122.0
66,M,Malo,83043.0,38087.0
46,F,Bueno,92725.0,32993.0
61,F,Bueno,65520.0,47288.0
33,M,Bueno,82919.0,35779.0
61,M,Regular,84442.0,36894.0
64,F,Regular,41770.0,33381.0
27,F,Regular,67498.0,14082.0
47,F,Malo,81477.0,49250.0
42,M,Malo,20244.0,5458.0
56,F,Bueno,52788.0,41770.0
37,F,Regular,115341.0,22300.0
22,F,Malo,99453.0,2699.0
18,M,Regular,77737.0,29485.0
47,M,Malo,66489.0,40285.0
66,M,Malo,91303.0,1019.0
20,M,Bueno,48390.0,32471.0
62,F,Bueno,30247.0,48671.0
31,M,Malo,89051.0,20270.0
47,F,Bueno,79719.0,22615.0
67,F,Malo,54678.0,13698.0
21,F,Malo,107802.0,48918.0
35,F,Regular,96286.0,38346.0
54,M,Bueno,49583.0,6729.0
42,M,Bueno,28076.0,39729.0
65,M,Bueno,38006.0,11171.0
18,M,Regular,35051.0,13947.0
63,M,Regular,24314.0,49948.0
32,F,Regular,48670.0,34725.0
26,M,Bueno,87551.0,19450.0
32,M,Bueno,30236.0,13300.0
66,M,Bueno,55568.0,19064.0
41,M,Regular,80314.0,4441.0
21,F,Regular,111903.0,45779.0
29,F,Malo,36352.0,19332.0
54,F,Regular,65650.0,
54,F,Malo,30346.0,33869.0
60,F,Bueno,45156.0,21868.0
23,M,Regular,75904.0,41997.0
56,F,Bueno,34035.0,20615.0
63,F,Bueno,36108.0,13615.0
41,F,Bueno,22853.0,14732.0
28,M,Bueno,104156.0,25367.0
30,M,Regular,24176.0,45134.0
51,F,Bueno,45920.0,42738.0
42,M,Malo,74850.0,45760.0
24,M,Regular,26829.0,981.0
69,F,Bueno,110666.0,21554.0
21,M,Regular,93927.0,25319.0
25,M,Malo,104860.0,16130.0
37,M,Bueno,60667.0,18815.0
46,F,Malo,85842.0,8566.0
68,F,Bueno,55843.0,26329.0
62,F,Malo,70808.0,6349.0
63,M,Bueno,50543.0,10728.0
27,F,Regular,92780.0,40316.0
60,M,Bueno,26611.0,18375.0
51,M,Regular,,21814.0
43,M,Bueno,104612.0,36214.0
58,F,Bueno,66902.0,21545.0
66,F,Malo,53043.0,45588.0
20,F,Malo,25271.0,18953.0
23,F,Malo,92867.0,2872.0
22,M,Bueno,97089.0,9368.0
22,F,Bueno,78745.0,34103.0
64,M,Bueno,116876.0,5413.0
40,F,Regular,82077.0,29269.0
66,F,Regular,79119.0,49264.0
26,F,Bueno,31573.0,20156.0
52,M,Malo,41409.0,13423.0
37,M,Malo,105970.0,38062.0
66,M,Malo,44464.0,42805.0
59,M,Bueno,62840.0,1987.0
52,M,Malo,68785.0,37597.0
67,F,Bueno,40662.0,18369.0
35,M,Regular,38228.0,27868.0
34,M,Malo,80721.0,11434.0
41,M,Regular,69223.0,14548.0
20,M,Malo,27386.0,16636.0
49,F,Bueno,26862.0,32383.0
52,M,Bueno,60108.0,42196.0
55,F,Bueno,111788.0,17007.0
30,F,Bueno,95023.0,35924.0
64,F,Malo,100140.0,30211.0
42,M,Regular,102963.0,11328.0
26,F,Bueno,47201.0,3389.0
21,M,Malo,88578.0,9458.0
31,M,Regular,,2945.0
54,M,Bueno,74774.0,9352.0
51,M,Regular,30386.0,10486.0
28,M,Bueno,97228.0,41400.0
58,F,Regular,35225.0,2092.0
20,F,Regular,36693.0,36527.0
45,M,Bueno,92197.0,5112.0
46,F,Malo,63021.0,16937.0
26,M,Regular,38261.0,
20,F,Bueno,47378.0,46026.0
42,F,Regular,106755.0,1112.0
51,F,Regular,31937.0,35545.0
29,F,Malo,86330.0,31740.0
59,F,Regular,67366.0,23481.0
26,M,Regular,92322.0,48355.0
32,M,Bueno,60160.0,10025.0
57,F,Bueno,65313.0,34082.0
42,M,Malo,47032.0,13562.0
22,F,Regular,111963.0,11304.0
28,M,Regular,37358.0,7015.0
51,F,Regular,81710.0,44885.0
41,F,Malo,115326.0,5710.0
32,F,Regular,106157.0,12588.0
55,M,Bueno,68821.0,20967.0
25,M,Malo,48365.0,21904.0
22,F,Bueno,33189.0,24256.0
65,F,Bueno,96749.0,25052.0
43,M,Malo,27248.0,15436.0
35,M,Bueno,24369.0,21815.0
23,M,Regular,83763.0,15196.0
54,M,Malo,28050.0,18089.0
65,M,Bueno,48605.0,49669.0
30,F,Regular,69616.0,17604.0
45,M,Regular,74479.0,2506.0
22,F,Bueno,100934.0,32584.0
30,F,Regular,60883.0,20709.0
34,M,Malo,53055.0,44840.0
67,M,Bueno,88731.0,48904.0
57,F,Regular,110987.0,47111.0
62,M,Regular,27450.0,38247.0
49,F,Bueno,22925.0,43202.0
46,M,Bueno,100051.0,3090.0
68,M,Bueno,70272.0,39265.0
20,M,Bueno,25310.0,21552.0
57,F,Malo,51817.0,29135.0
51,M,Bueno,112944.0,14691.0
57,F,Malo,64528.0,39761.0
44,M,Malo,75779.0,33741.0
30,F,Bueno,104816.0,21661.0
62,M,Malo,102641.0,41025.0
50,F,Bueno,104083.0,6092.0
23,F,Bueno,96310.0,35674.0
41,F,Regular,35457.0,570.0
36,F,Bueno,62311.0,12084.0
33,F,Regular,23980.0,307.0
57,F,Malo,40886.0,3742.0
45,M,Regular,97112.0,41742.0
50,F,Malo,70877.0,
65,F,Bueno,117427.0,765.0
58,F,Malo,56181.0,41732.0
30,M,Malo,53262.0,24198.0
60,M,Bueno,20947.0,7735.0
62,M,Malo,20022.0,
42,F,Bueno,,47199.0
59,M,Regular,,11377.0
53,M,Bueno,52322.0,46042.0
44,F,Bueno,68929.0,14297.0
55,F,Malo,101696.0,8036.0
24,M,Regular,29808.0,40364.0
22,F,Bueno,115148.0,
60,F,Regular,72882.0,24369.0
62,F,Regular,41725.0,34817.0
68,F,Malo,92534.0,37443.0
48,M,Bueno,,1663.0
40,F,Malo,,39244.0
59,M,Bueno,103576.0,12028.0
27,M,Regular,40557.0,19823.0
49,M,Bueno,41825.0,15077.0
60,M,Bueno,,39911.0
47,F,Regular,56080.0,19631.0
56,F,Regular,,1910.0
48,F,Bueno,35802.0,33500.0
35,M,Malo,31167.0,
53,M,Bueno,62407.0,37377.0
19,M,Regular,33338.0,11134.0
31,F,Malo,96289.0,37224.0
30,M,Regular,91520.0,26897.0
46,F,Regular,38895.0,47280.0
29,F,Malo,67910.0,36103.0
56,F,Regular,85898.0,48313.0
19,F,Regular,23454.0,45582.0
49,M,Regular,106540.0,7056.0
30,F,Regular,80797.0,28950.0
63,M,Regular,103137.0,2753.0
44,F,Regular,70637.0,31941.0
66,M,Regular,25349.0,34140.0
58,M,Regular,59963.0,14234.0
34,F,Regular,95583.0,
57,F,Bueno,27750.0,3376.0
48,F,Bueno,114929.0,30783.0
51,M,Regular,42463.0,41249.0
41,F,Bueno,94935.0,43025.0
62,F,Malo,78792.0,16447.0
52,M,Bueno,33686.0,20329.0
65,F,Regular,,16713.0
23,M,Regular,119811.0,4858.0
36,F,Bueno,42787.0,19472.0
47,M,Regular,34776.0,16524.0
24,M,Malo,115063.0,46387.0
27,F,Malo,77427.0,4539.0
58,M,Regular,81086.0,18857.0
49,F,Malo,83308.0,38362.0
51,F,Malo,35797.0,36671.0
45,M,Bueno,25302.0,5364.0
32,F,Malo,83172.0,449.0
47,M,Bueno,58059.0,20830.0
54,M,Regular,20908.0,21078.0
46,M,Bueno,80252.0,37574.0
39,M,Regular,100659.0,869.0
21,M,Regular,32877.0,38847.0
37,M,Regular,34239.0,40075.0
49,M,Regular,,28140.0
53,M,Regular,47313.0,3659.0
67,F,Bueno,62103.0,36370.0
21,F,Regular,68408.0,41352.0
44,M,Malo,103251.0,14385.0
34,F,Malo,108771.0,43751.0
29,F,Regular,,19337.0
39,F,Malo,30534.0,5131.0
34,F,Bueno,63060.0,1358.0
27,F,Bueno,37189.0,25614.0
18,F,Regular,106067.0,16771.0
39,M,Regular,30967.0,13603.0
43,F,Regular,101991.0,16246.0
35,F,Malo,85563.0,17216.0
67,F,Malo,28660.0,41209.0
31,F,Bueno,110875.0,42987.0
64,M,Malo,59823.0,42488.0
46,M,Bueno,75842.0,20577.0
29,M,Malo,29616.0,42320.0
53,M,Bueno,95976.0,11301.0
52,F,Regular,68738.0,9515.0
69,M,Malo,33107.0,26802.0
29,M,Bueno,81404.0,891.0
24,M,Malo,114182.0,21972.0
46,M,Regular,111787.0,47853.0
28,F,Bueno,35954.0,20932.0
50,M,Malo,36943.0,4192.0
23,F,Malo,60725.0,16128.0
64,M,Regular,65434.0,22836.0
32,F,Regular,105751.0,24837.0
49,F,Bueno,30110.0,22778.0
68,M,Malo,107091.0,43130.0
28,M,Malo,36462.0,16708.0
40,M,Regular,99232.0,41945.0
43,M,Regular,74081.0,
51,F,Bueno,72799.0,39412.0
63,F,Malo,86567.0,4782.0
51,M,Malo,109301.0,26315.0
46,M,Bueno,71224.0,10052.0
21,F,Bueno,76063.0,19521.0
34,M,Regular,75240.0,3898.0
52,F,Regular,101352.0,17219.0
30,M,Bueno,37868.0,4154.0
58,F,Bueno,95973.0,35546.0
56,F,Malo,100989.0,13809.0
32,F,Bueno,42222.0,25972.0
46,F,Bueno,99794.0,39177.0
46,F,Malo,83924.0,12523.0
28,M,Bueno,119854.0,37081.0
69,F,Regular,98513.0,22030.0
49,M,Regular,74649.0,40376.0
19,F,Malo,103749.0,20105.0
64,F,Bueno,30223.0,46485.0
31,M,Regular,68166.0,24295.0
37,M,Regular,59369.0,11864.0
39,M,Regular,106379.0,43982.0
28,M,Regular,89392.0,12876.0
44,F,Bueno,79526.0,18055.0
20,M,Bueno,32661.0,33684.0
34,F,Bueno,35591.0,21972.0
61,M,Bueno,,25493.0
45,M,Regular,75235.0,9325.0
46,F,Malo,27970.0,36775.0
38,F,Malo,67922.0,20373.0
64,M,Regular,50755.0,36253.0
33,F,Regular,39416.0,21181.0
54,F,Malo,33672.0,10961.0
37,F,Malo,,17705.0
23,F,Regular,66996.0,44676.0
36,F,Regular,94095.0,36122.0
22,F,Bueno,20064.0,26104.0
20,F,Bueno,88835.0,13509.0
18,F,Malo,90385.0,7101.0
55,M,Regular,25639.0,4743.0
32,F,Malo,31055.0,8951.0
51,M,Bueno,79220.0,7014.0
52,F,Bueno,107594.0,36180.0
66,F,Malo,49427.0,41908.0
42,F,Bueno,102516.0,43039.0
41,F,Regular,84666.0,8219.0
29,M,Malo,,7163.0
35,M,Regular,30866.0,2470.0
32,F,Regular,23889.0,43498.0
61,M,Bueno,68226.0,16543.0
33,F,Regular,51335.0,19276.0
44,F,Malo,70547.0,36881.0
25,M,Regular,46162.0,13414.0
63,M,Regular,109449.0,7749.0
42,F,Regular,,24182.0
34,F,Regular,118756.0,11914.0
46,M,Regular,30995.0,15007.0
25,F,Bueno,76488.0,30951.0
32,M,Malo,22631.0,44691.0
44,F,Bueno,54954.0,32608.0
63,F,Malo,25967.0,21383.0
67,M,Malo,108294.0,13042.0
69,M,Malo,,25412.0
24,M,Malo,84471.0,13181.0
20,F,Malo,57116.0,44898.0
46,F,Regular,112116.0,3405.0
61,F,Bueno,54227.0,30868.0
41,F,Bueno,21942.0,10862.0
20,M,Regular,67664.0,28688.0
37,F,Malo,48069.0,48017.0
63,F,Bueno,107342.0,30945.0
32,F,Regular,34407.0,12939.0
42,M,Regular,79201.0,46735.0
47,F,Bueno,100093.0,28931.0
31,F,Bueno,74348.0,38616.0
24,M,Malo,101981.0,39585.0
34,F,Malo,37878.0,38911.0
61,F,Bueno,103100.0,47277.0
37,M,Malo,98629.0,42826.0
53,F,Regular,75420.0,41164.0
26,F,Malo,111987.0,22942.0
55,F,Malo,63168.0,44539.0
65,M,Regular,74862.0,5272.0
39,F,Malo,109622.0,44134.0
19,F,Regular,102025.0,24265.0
41,M,Malo,48004.0,48192.0
25,M,Bueno,40471.0,28668.0
28,F,Malo,111820.0,46196.0
30,F,Bueno,,16024.0
34,F,Bueno,103828.0,31899.0
25,F,Bueno,85308.0,3747.0
38,M,Bueno,103969.0,9297.0
35,F,Bueno,34568.0,1607.0
47,M,Regular,29466.0,21458.0
35,M,Regular,111057.0,27973.0
63,F,Regular,77324.0,23117.0
64,F,Bueno,35467.0,16450.0
48,M,Malo,117555.0,15535.0
55,M,Regular,95955.0,29355.0
49,F,Malo,72948.0,7645.0
28,M,Malo,36676.0,42238.0
62,F,Bueno,114791.0,4158.0
42,F,Bueno,51514.0,41773.0
50,M,Bueno,42650.0,16786.0
55,M,Regular,108290.0,40693.0
58,F,Bueno,97701.0,30911.0
25,M,Regular,30683.0,26578.0
28,F,Regular,118092.0,46408.0
39,F,Regular,79819.0,4166.0
68,F,Regular,100978.0,19309.0
41,M,Bueno,24860.0,15076.0
58,F,Regular,23729.0,
34,F,Bueno,51351.0,9278.0
29,F,Bueno,,33539.0
63,F,Regular,44346.0,11440.0
49,F,Bueno,94155.0,26245.0
32,F,Malo,96700.0,22097.0
33,F,Bueno,26955.0,8167.0
39,F,Bueno,85642.0,1556.0
45,F,Regular,90290.0,43918.0
37,F,Regular,64293.0,1151.0
50,F,Bueno,81336.0,21698.0
27,M,Regular,41662.0,17601.0
57,F,Malo,26408.0,26807.0
49,F,Malo,,45302.0
67,F,Regular,21225.0,20328.0
50,M,Bueno,32196.0,8039.0
19,F,Malo,89786.0,47427.0
50,M,Malo,35372.0,6303.0
50,F,Bueno,37279.0,19053.0
58,F,Regular,115729.0,31644.0
30,M,Malo,,35745.0
47,F,Bueno,112404.0,45309.0
50,M,Bueno,58187.0,20762.0
30,M,Malo,68481.0,23611.0
69,F,Regular,48475.0,422.0
43,F,Malo,64552.0,31275.0
39,F,Bueno,87969.0,26597.0
56,F,Malo,96534.0,11985.0
19,M,Regular,116669.0,28707.0
55,M,Bueno,119605.0,49242.0
56,F,Regular,26858.0,3372.0
43,M,Malo,94486.0,16083.0
63,M,Malo,94474.0,34710.0
67,F,Regular,45168.0,25816.0
32,M,Malo,52099.0,9950.0
51,M,Regular,91180.0,49050.0
59,F,Malo,81455.0,49249.0
61,M,Regular,74240.0,34247.0
66,F,Regular,94796.0,4626.0
57,M,Bueno,74592.0,
28,F,Bueno,,10777.0
20,M,Regular,78046.0,
23,M,Malo,36488.0,5443.0
26,F,Malo,78841.0,79.0
23,F,Malo,20395.0,31282.0
26,F,Regular,72669.0,38345.0
56,F,Regular,30845.0,12901.0
48,M,Regular,56059.0,2223.0
49,M,Regular,38394.0,35337.0
58,M,Bueno,113993.0,42732.0
67,F,Regular,65906.0,13768.0
29,M,Malo,79332.0,17507.0
25,M,Bueno,57305.0,16249.0
25,F,Malo,62628.0,35391.0
67,F,Regular,41352.0,
45,M,Bueno,106682.0,49483.0
37,F,Regular,102971.0,7485.0
64,M,Bueno,71993.0,44568.0
24,M,Malo,59386.0,49891.0
28,F,Regular,76624.0,29784.0
37,M,Regular,77065.0,45566.0
33,F,Bueno,105504.0,24617.0
21,F,Bueno,28539.0,37748.0
23,M,Regular,21263.0,3878.0
39,M,Bueno,33305.0,1949.0
43,M,Regular,73817.0,19844.0
20,F,Bueno,44398.0,20881.0
58,M,Malo,117616.0,21614.0
59,F,Bueno,95801.0,23828.0
31,F,Malo,69107.0,9958.0
28,M,Bueno,52152.0,8697.0
35,F,Bueno,113260.0,21624.0
29,M,Regular,50624.0,15493.0
40,M,Bueno,119655.0,42801.0
29,M,Bueno,76132.0,21199.0
30,M,Malo,72979.0,42354.0
42,M,Bueno,78013.0,256.0
62,M,Regular,114925.0,34488.0
68,M,Malo,83797.0,30493.0
36,F,Regular,71798.0,46009.0
63,M,Regular,36650.0,49002.0
53,F,Regular,46014.0,23731.0
62,F,Regular,96421.0,7076.0
25,F,Malo,27434.0,1071.0
46,M,Bueno,50028.0,34390.0
49,F,Regular,86558.0,2066.0
68,F,Malo,44331.0,25645.0
61,M,Regular,87573.0,41410.0
35,M,Bueno,94292.0,33665.0
23,F,Malo,66326.0,29412.0
35,M,Malo,102979.0,31835.0
36,M,Bueno,119728.0,41041.0
39,M,Malo,24123.0,38549.0
54,M,Bueno,36603.0,46390.0
49,F,Malo,85941.0,46052.0
58,M,Malo,62597.0,43167.0
20,M,Bueno,83238.0,26578.0
45,M,Bueno,104238.0,9883.0
27,F,Malo,62719.0,42139.0
68,F,Malo,111786.0,22217.0
52,M,Bueno,61751.0,10707.0
46,M,Bueno,106978.0,40856.0
32,F,Malo,37693.0,13140.0
50,M,Malo,109541.0,
24,M,Malo,57697.0,
29,F,Bueno,114524.0,16500.0
66,M,Malo,117869.0,38553.0
47,M,Regular,49992.0,6507.0
38,F,Bueno,83825.0,32586.0
48,F,Malo,29522.0,5830.0
41,M,Bueno,65406.0,30608.0
37,F,Regular,32121.0,37329.0
54,M,Bueno,34219.0,47287.0
21,M,Malo,21617.0,24511.0
45,M,Regular,63016.0,33427.0
61,F,Regular,70672.0,18506.0
37,F,Malo,44276.0,28395.0
41,M,Malo,119887.0,44303.0
67,M,Malo,92240.0,46770.0
66,F,Bueno,75735.0,27126.0
68,F,Bueno,37959.0,
49,F,Bueno,48522.0,
58,M,Malo,76087.0,4682.0
53,F,Malo,29953.0,48470.0
51,F,Bueno,46567.0,10939.0
53,M,Regular,80523.0,8826.0
19,M,Bueno,82708.0,23371.0
32,M,Regular,42560.0,29946.0
51,F,Malo,78390.0,24359.0
53,M,Malo,88149.0,19266.0
23,M,Bueno,56660.0,38017.0
56,M,Bueno,65104.0,19195.0
59,M,Malo,77805.0,45413.0
68,F,Bueno,44496.0,27315.0
68,M,Malo,103301.0,
29,F,Malo,111257.0,9710.0
20,F,Regular,23515.0,41581.0
62,F,Bueno,24454.0,45537.0
35,M,Malo,,14161.0
57,F,Bueno,93920.0,31821.0
38,M,Regular,33727.0,9729.0
32,M,Regular,89070.0,48448.0
50,M,Bueno,119059.0,48915.0
52,F,Bueno,117425.0,26913.0
43,M,Malo,69979.0,22184.0
25,M,Regular,45465.0,23279.0
53,M,Regular,73900.0,26570.0
65,F,Regular,79799.0,43030.0
47,F,Bueno,116129.0,35133.0
40,F,Malo,41330.0,13195.0
59,M,Bueno,28302.0,43805.0
61,F,Bueno,98443.0,43998.0
31,M,Bueno,109966.0,17238.0
31,M,Malo,,15552.0
19,F,Bueno,32875.0,2728.0
54,M,Regular,47219.0,48245.0
22,F,Regular,56182.0,23557.0
55,M,Regular,100541.0,4938.0
62,F,Malo,62269.0,31202.0
58,M,Bueno,99781.0,131.0
64,M,Malo,26457.0,25692.0
31,M,Bueno,26749.0,19977.0
56,M,Regular,53064.0,33061.0
42,M,Bueno,29821.0,27264.0
37,F,Bueno,118297.0,25575.0
19,M,Bueno,98655.0,14727.0
56,F,Malo,27664.0,10488.0
23,F,Bueno,49281.0,
34,F,Bueno,51821.0,24400.0
42,M,Bueno,44647.0,24146.0
45,M,Malo,89918.0,6846.0
19,M,Malo,101985.0,40352.0
52,F,Malo,,23694.0
54,M,Bueno,110179.0,21740.0
22,M,Regular,94944.0,49438.0
18,F,Regular,109142.0,30996.0
57,F,Regular,47603.0,32125.0
29,F,Bueno,66458.0,41409.0
53,F,Regular,90605.0,44200.0
62,F,Regular,39623.0,22970.0
40,F,Regular,64440.0,10895.0
64,M,Bueno,102427.0,38071.0
48,F,Regular,27704.0,22258.0
28,M,Regular,,23354.0
27,M,Bueno,,30641.0
20,M,Malo,103045.0,8444.0
31,F,Regular,102805.0,9611.0
33,M,Malo,93511.0,10528.0
27,F,Regular,26565.0,999.0
46,F,Bueno,108003.0,3760.0
27,M,Malo,24870.0,36884.0
29,F,Malo,38909.0,37179.0
47,M,Malo,29117.0,21941.0
58,M,Malo,87474.0,26022.0
18,F,Regular,113926.0,43130.0
22,M,Regular,64322.0,43881.0
37,M,Malo,40128.0,36451.0
25,M,Regular,117317.0,26521.0
60,F,Malo,89001.0,47750.0
29,M,Malo,20440.0,29639.0
18,F,Bueno,80955.0,34621.0
37,F,Malo,69613.0,31449.0
45,M,Regular,90949.0,13079.0
60,M,Malo,,6895.0
54,F,Bueno,39547.0,27979.0
64,F,Regular,,45703.0
54,M,Bueno,20005.0,12552.0
29,M,Bueno,27038.0,27394.0
54,F,Malo,26414.0,48821.0
66,F,Bueno,107659.0,32276.0
66,F,Bueno,89506.0,33630.0
61,F,Regular,96586.0,4527.0
45,F,Bueno,22606.0,12247.0
64,M,Malo,36482.0,17603.0
32,F,Malo,118829.0,36563.0
23,F,Malo,91873.0,45564.0
61,M,Bueno,53948.0,45502.0
37,M,Regular,109987.0,527.0
67,F,Malo,111801.0,2922.0
31,F,Bueno,111250.0,5849.0
19,M,Malo,,30300.0
26,F,Malo,33057.0,27780.0
54,F,Regular,52400.0,45724.0
37,M,Malo,91458.0,28140.0
43,F,Regular,88607.0,17230.0
46,M,Bueno,,26693.0
18,M,Malo,47503.0,6959.0
52,M,Bueno,43765.0,35854.0
23,M,Bueno,66612.0,42730.0
54,F,Bueno,118318.0,
22,M,Malo,104335.0,26401.0
50,F,Regular,113012.0,48187.0
66,F,Malo,101748.0,3323.0
68,F,Bueno,29428.0,445.0
31,F,Regular,51419.0,17409.0
29,F,Bueno,85195.0,9963.0
59,M,Regular,93695.0,15437.0
37,M,Malo,,16855.0
67,M,Regular,59142.0,16411.0
41,M,Malo,91540.0,10847.0
60,F,Bueno,58289.0,
51,M,Regular,96948.0,13487.0
42,F,Bueno,,11848.0
67,F,Regular,31755.0,13155.0
46,M,Malo,104553.0,11255.0
56,M,Regular,23890.0,1979.0
48,M,Regular,114376.0,21305.0
64,M,Malo,37175.0,9007.0
60,F,Malo,,35094.0
67,F,Malo,85687.0,35098.0
40,M,Regular,104983.0,24030.0
61,F,Bueno,108287.0,33770.0
55,F,Regular,114711.0,9734.0
37,F,Regular,44288.0,6448.0
40,M,Bueno,66629.0,39605.0
62,F,Malo,67800.0,12396.0
69,M,Regular,57367.0,27881.0
33,M,Bueno,97810.0,31177.0
67,F,Malo,97754.0,40122.0
59,F,Malo,109328.0,47019.0
25,M,Regular,88513.0,35297.0
67,F,Malo,102762.0,45977.0
38,F,Malo,49022.0,36680.0
18,M,Bueno,89329.0,17916.0
25,M,Bueno,79414.0,31239.0
46,M,Malo,21659.0,44084.0
49,M,Bueno,77941.0,34189.0
55,F,Malo,57930.0,13510.0
22,F,Regular,63473.0,24966.0
64,M,Bueno,75598.0,22152.0
39,M,Malo,36040.0,19202.0
64,M,Malo,89806.0,26445.0
51,F,Bueno,33286.0,11152.0
18,M,Bueno,89139.0,5617.0
43,F,Regular,75916.0,1195.0
60,M,Malo,37600.0,38997.0
